level,Topic,Uni,Group,Year,Grade,Host,Location,Topic
,基于GIS的城市道路交通噪声模拟与评估系统,中山大学,,2011,6,长安大学,陕西西安,
,纤维沥青加筋效果评价及设备研发,长安大学,,2011,6,长安大学,陕西西安,
,一种新型的开启桥,河海大学,,2011,6,长安大学,陕西西安,
,城市快速路瓶颈交通主动交通管理、仿真与评价,同济大学,,2011,6,长安大学,陕西西安,
,考虑行人违章的信号交叉口配时研究,北京理工大学,,2011,6,长安大学,陕西西安,
,基于手机平台的公交查询系统,清华大学,,2011,6,长安大学,陕西西安,
,基于Zigbee的“特权车”交通控制系统,中国矿业大学,,2011,6,长安大学,陕西西安,
,基于开源WebGIS的城市旅游交通电子地图开发研究,长沙理工大学,,2011,6,长安大学,陕西西安,
,乌鲁木齐市快速路匝道节能防水雨棚设计,新疆大学,,2011,6,长安大学,陕西西安,
,单车道交通灯无线信号控制装置研制,浙江师范大学,,2011,6,长安大学,陕西西安,
,基于区域性交通运输网络结构优化的建模及应用,大连交通大学,,2011,6,长安大学,陕西西安,
,居住区与轨道交通接驳公交线路布设方法与系统,北京工业大学,,2011,6,长安大学,陕西西安,
,基于重力感应的行人检测及动态信号配时设计,哈尔滨工业（威海）,,2011,6,长安大学,陕西西安,
,环保型公路隧道废气净化系统,合肥工业大学,,2011,6,长安大学,陕西西安,
,手机交通数据采集软件及其数据分析共享平台,北京理工大学珠海学院,,2011,6,长安大学,陕西西安,
,城市道路网等级级配研究,河南城建学院,,2011,6,长安大学,陕西西安,
,城市隧道快递系统设计研究,南京林业大学,,2011,6,长安大学,陕西西安,
,边坡地质灾害无线智能监控预警系统,贵州大学,,2011,6,长安大学,陕西西安,
,基于自动化技术防护疲劳驾驶的模拟汽车,西南交通大学,,2011,6,长安大学,陕西西安,
,列车废水回收再利用系统,中南大学,,2011,6,长安大学,陕西西安,
,汽车轮胎温度实时监测防爆装置,东北林业大学,,2011,6,长安大学,陕西西安,
,基于物联网技术的智能车辆管理系统,哈尔滨工程大学,,2011,6,长安大学,陕西西安,
,地铁换乘站行人行为与设施服务水平及其仿真研究,北京交通大学,,2011,6,长安大学,陕西西安,
,基于iPhone平台的校园导航系统的开发,北京交通大学,,2011,6,长安大学,陕西西安,
,基于驾驶员视觉与心理的新型交通指示牌设计,北京林业大学,,2011,6,长安大学,陕西西安,
,感应式盲铃设计与开发,桂林电子科技大学,,2011,6,长安大学,陕西西安,
,基于 Matlab Matlab 图像识别技术与广义最短距离的大型停车场智能管理系统开发  ,清华大学,,2011,6,长安大学,陕西西安,
,汽车被动安全座椅系统,山东交通学院,,2011,6,长安大学,陕西西安,
,节能型相变移动供热车,上海海事大学,,2011,6,长安大学,陕西西安,
,高速公路“实时融雪”系统,青岛理工大学,,2011,6,长安大学,陕西西安,
,基于节地的互通立交桥匝道圆曲线半径的研究,河北工业大学,,2011,6,长安大学,陕西西安,
,常发性事件下的城市应急车辆配置决策支持系统,南京农业大学,,2011,6,长安大学,陕西西安,
,基于仿真的机场滑行道模型优化算法及求解研究,中国民航大学,,2011,6,长安大学,陕西西安,
一等奖,交通监控实验系统设计与开发,桂林电子科技大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,基于感应控制的路段行人安全过街智能系统,河海大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,汽车落水应急浮起系统,吉林大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,红绿色盲无障碍驾车的交通信号配色方案研究,中南大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,模块化的交通信息视频采集教学软件开发,北京工业大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,盲人公交出行辅助系统,南京理工大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,反光式突起路标改良方案设计,南京林业大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,交通稳静化新技术开发与应用,武汉理工大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,四路环形交叉口感应控制策略研究,大连理工大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,寒区冻土温度自动采集器,东北林业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,车路协同环境下信号控制交叉口主动安全信息服务系统,同济大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于WIFI技术的危险路段车辆导航系统,中国矿业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于计算机仿真的铁路超限货物运输条件辅助决策系统的开发,北京交通大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,无线网络构建下的智能信号灯系统,合肥工业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,“势能微动力”自动化轨道式停车场,南京林业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,公交车安全气压窗及火灾隐患监测预警器设计,西南交通大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,进口道展宽段长度对信号交叉口通行能力的影响研究,东南大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于自组织网络的交通诱导系统（TSSN）,华中科技大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,公共自行车系统站点配车数和站间调度优化研究,武汉科技大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,空地数据链信息处理系统及其应用设想,中国民航大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,新型非对称防振减速带的设计,北京林业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,武汉市大型公交站点通行能力研究与优化设计,华中科技大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,面向驾驶仿真的道路场景编辑系统,武汉理工大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,构建基于高空飞艇的CNSATM系统研究,中国民航大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,道路限高杆监测与警示系统,贵州大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,青藏高原水泥关键性指标评价方法和设备研发——高海拔地区水泥安定性试验方法研究,长安大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于matlab的BP神经网络和模板匹配相结合的车牌识别系统研究,清华大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,汽车制动健康状况监测预警系统,中国矿业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,一种提高城市绿化面积利用率的单车位停车装置,长安大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,桂林市旅游交通出行查询系统,桂林电子科技大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,交通信号灯识认性研究,南京理工大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,嵌入式手机软件“亚运小助手”,中山大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于大学生出行特征与意愿的校园步行环境评价研究,北京工业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于视错觉原理的减速标线技术研究,东南大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于LabVIEW的运动车辆多视距检测与咬合跟踪,西南交通大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于手机电子地图的出租车叫车系统,中南大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,交通视频监控中雾天图像恢复技术,北京理工大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,便携式红外交通调查系统设计,东南大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,车灯亮度自动补偿系统,吉林大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,道路发电&低碳交通——压电叠堆理论在道路发电中的应用研究,清华大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,基于伸缩杆控制的潮汐拥堵路段道路智能变宽系统设计,贵州大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,面向道路监控的多维信息系统,合肥工业大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,盲人道路指引传感器设计,上海海事大学,,2010,5,武汉理工大学,湖北武汉,
二等奖,中央分隔带防眩设施纵断面研究,同济大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,以可变环岛为交通控制方式的新型环形交叉口设计研究,南京林业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,公交优先实时在线单点控制策略,青岛理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,小车节能无动力单板转向装置,武汉理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,城市CBD地区公交动态查询及行人诱导系统设计,西南交通大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于Paramics二次开发的交通诱导与控制协同仿真技术研究,北京工业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,预应力装配式阻热水泥混凝土路面,长安大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,高速公路隧道照明感应控制与关键技术研究,长沙理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,网络型枢纽行李服务系统研究,同济大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,用于十字路口车流量疏导的信号灯遥控系统,贵州大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,动车组开行间隔对区间通过能力影响的研究,北京交通大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于GPS/GIS雨感传感器的智能速度调适系统设计,北京理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,山区公路感应式道路交通标志设计,河海大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,非接触式车载酒精探测及酒驾控制系统,清华大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,相变蓄冷冷藏汽车中的相变材料研究,上海海事大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于声强的高速公路交通流状态分析系统研究与设计,浙江师范大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于现有技术条件的悬索桥极限跨度的研究,中山大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于色彩辨识的城市交通枢纽乘客视觉引导系统研究,北京交通大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于红外技术的交通信号灯设计,北京林业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,出租车合乘路径选择与费用优化,长沙理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,低等级公路弯道路侧护栏优化设计,河海大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,主干道高精度交通数据采集系统设计与开发,北京航空航天大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,控制大孔隙排水降噪理清混合料性能的关键技术,大连理工大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,主动式车辆限速新方法研究,合肥工业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于出行时间连通可靠性的最优路径问题的混合遗传算法,中国矿业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于WebGiS的铁路旅客出行换乘方案的研究与开发,兰州交通大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,“拉贡公路”交通景观改造设计,西藏大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,连续传送式智能停车楼研制,扬州大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,视频车辆检测系统检测精度及使用效果分析研究报告,中国人民公安大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,居民出行调查数据管理系统开发,上海海事大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,藏文交通标志标牌设计规范研究,西藏大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,色彩在道路交通管理中的应用,浙江师范大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,出租车均衡布局的价格静态调控及GPS动态调度优化方法,中南大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于VISUAL STUDIO C#.NET船舶压缩空气系统的仿真与实现,大连海事大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于压电陶瓷特性的铁路压力发电系统研究,东北林业大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,停车场自动选择技术的实现分析,华中科技大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于VISSIM的机场陆侧交通参数标定与应用,中国民航大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,双型变形自行车设计,北京理工珠海学院,,2010,5,武汉理工大学,湖北武汉,
三等奖,有行人专用相位交叉口支路行人闯红灯行为分析及应对策略,哈尔滨工业大学（威海）,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于压力传感器的混合交通参数采集方法研究,石家庄铁道大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,冲击钻孔振动效应的监测及相关减震措施,西南科技大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,公共自行车交通规划及评价研究,吉林建筑工程学院,,2010,5,武汉理工大学,湖北武汉,
三等奖,基于VBA的公铁联运物流决策支持系统开发,江苏大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,布达拉宫核心区微观仿真平台的设计与实现,西藏大学,,2010,5,武汉理工大学,湖北武汉,
三等奖,电动自行车制动过程力学分析模型的研究,浙江师范大学,,2010,5,武汉理工大学,湖北武汉,
一等奖,基于智能车路环境的无信号交叉口车辆穿行引导系统,同济大学,,2009,4,北京交通大学,北京,
一等奖,四连杠杆式传动机构自行车研制,淮阴工学院,,2009,4,北京交通大学,北京,
一等奖,西北太平洋热带气旋对中国沿海商船航线影响研究,武汉理工大学,,2009,4,北京交通大学,北京,
二等奖,公路客运枢纽班线定站方法与软件实现,东南大学,,2009,4,北京交通大学,北京,
二等奖,汉字交通标志识别与可认知性研究,同济大学,,2009,4,北京交通大学,北京,
二等奖,锯齿形型公交专用进口道多目标优化控制系统研究,同济大学,,2009,4,北京交通大学,北京,
二等奖,公路隧道出入口太阳能视觉缓冲排架系统,长安大学,,2009,4,北京交通大学,北京,
二等奖,地铁列车在站停靠时间的建模及模型应用的研究,北京交通大学,,2009,4,北京交通大学,北京,
二等奖,三峡库区垃圾漂浮物打捞运输设备研制,南京林业大学,,2009,4,北京交通大学,北京,
二等奖,基于手机信号的城区交通流监测和停车诱导系统,西南交通大学,,2009,4,北京交通大学,北京,
二等奖,城轨列车再生制动飞轮储能系统优化设计,河海大学,,2009,4,北京交通大学,北京,
三等奖,城市公交路径及地理信息系统的研究与开发,兰州交通大学,,2009,4,北京交通大学,北京,
三等奖,桂林市交通管理设施网络信息平台,桂林电子科技大学,,2009,4,北京交通大学,北京,
三等奖,立交桥交通标识牌优化设计,清华大学,,2009,4,北京交通大学,北京,
三等奖,一类特殊功能型小区的单项交通组织优化设计方法,华南理工大学,,2009,4,北京交通大学,北京,
三等奖,运用ObjectARX优化VISSIM立交建模,华中科技大学,,2009,4,北京交通大学,北京,
三等奖,基于GT-GA-BPNN和Munsell-Moon.Spencer的城市道路交通色彩安全评价及调和研究,中国矿业大学,,2009,4,北京交通大学,北京,
三等奖,中型城市电子公交站牌系统对比研究与优化设计,清华大学,,2009,4,北京交通大学,北京,
三等奖,单交叉口Q学习信号控制优化模型,长沙理工大学,,2009,4,北京交通大学,北京,
三等奖,一种新型盲人交通工具——电子导盲犬,北京航空航天大学,,2009,4,北京交通大学,北京,
三等奖,地铁屏蔽门安全系统改进与创新设计,西南交通大学,,2009,4,北京交通大学,北京,
三等奖,港口集装箱堆场作业流程仿真分析,北京交通大学,,2009,4,北京交通大学,北京,
三等奖,驼峰式城市轨道优化设计,中南大学,,2009,4,北京交通大学,北京,
三等奖,露天停车场太阳能导标系统研发,深圳大学,,2009,4,北京交通大学,北京,
三等奖,基于视频的大型停车场寻车系统,北京理工大学,,2009,4,北京交通大学,北京,
三等奖,抗多路干扰分布式语音交通诱导系统方案研究,河海大学,,2009,4,北京交通大学,北京,
优秀奖,公交车乘客上下车请求及其统计系统,南京理工大学,,2009,4,北京交通大学,北京,
优秀奖,预防拥挤漂移的带约束K则最优路径算法,吉林大学,,2009,4,北京交通大学,北京,
优秀奖,信号交叉口交通信息采集方法研究,北京工业大学,,2009,4,北京交通大学,北京,
优秀奖,T型交叉口交通组织优化与设计,北京交通大学,,2009,4,北京交通大学,北京,
优秀奖,交通信号控制评价与优化决策辅助系统,中山大学,,2009,4,北京交通大学,北京,
优秀奖,公交空停控制系统,中南大学,,2009,4,北京交通大学,北京,
优秀奖,邯郸B公司运输网路设计与配送方案设计,武汉理工大学,,2009,4,北京交通大学,北京,
优秀奖,铁路大型客运站候车大厅运用优化研究,兰州交通大学,,2009,4,北京交通大学,北京,
优秀奖,南京公共自行车租赁模式可行性研究,南京林业大学,,2009,4,北京交通大学,北京,
优秀奖,基于Visual C++行人导航系统的研究与实现,华中科技大学,,2009,4,北京交通大学,北京,
优秀奖,非均匀路基的应力和位移场分析,山东科技大学,,2009,4,北京交通大学,北京,
优秀奖,道路超载自动检测控制系统设计,青岛理工大学,,2009,4,北京交通大学,北京,
一等奖, 城市快速路单进口匝道流入控制方法研究, 同济大学 ,,2008,3,西南交通大学,四川成都,
一等奖, 北京市公共汽电车中途站 人流组织分析、设计与仿真, 清华大学 ,,2008,3,西南交通大学,四川成都,
二等奖,信号控制交叉口车道功能动态利用管理系统     交通工程 ,同济大学,,2008,3,西南交通大学,四川成都,
二等奖, 基于B/S模式的居民OD调查统计分析软件的研究与开发,东南大学,,2008,3,西南交通大学,四川成都,
二等奖,新型自动车用安全带伺服系统的研制  ,吉林大学 ,,2008,3,西南交通大学,四川成都,
二等奖, 地铁车站客流服务水平与通道宽度关系研究     , 西南交通大学,,2008,3,西南交通大学,四川成都,
二等奖,城际客运专线折返站折返能力研究 , 西南交通大学,,2008,3,西南交通大学,四川成都,
二等奖, 大型停车场停车位导引及车辆查询系统设计       , 西南交通大学,,2008,3,西南交通大学,四川成都,
二等奖, 基于交通流仿真的交叉口信号优化算法—Green Signal的原理及应用 , 西南交通大学,,2008,3,西南交通大学,四川成都,
二等奖,基于运行时刻表的单点公交信号优先控制模型研究,吉林大学,,2008,3,西南交通大学,四川成都,
三等奖,公交站点乘降量协调性研究  , 长安大学 ,,2008,3,西南交通大学,四川成都,
三等奖, 城市干道智能可移动隔离护栏的优化设计 ,河海大学,,2008,3,西南交通大学,四川成都,
三等奖,钢轨轨面清洁智能小车设计构想,中南大学 ,,2008,3,西南交通大学,四川成都,
三等奖,基于射频技术的公交优先交通信号控制系统设计与开发, 桂林电子科技大学,,2008,3,西南交通大学,四川成都,
三等奖,干道过饱和交叉口群交通信号优化控制的仿真研究,西南交通大学,,2008,3,西南交通大学,四川成都,
三等奖,成府路五道口城铁站段拥堵原因和解决方法探究,清华大学 ,,2008,3,西南交通大学,四川成都,
三等奖,微循环公交系统设计的新思路 ,同济大学,,2008,3,西南交通大学,四川成都,
三等奖, 三段式履带车,河南科技大学 ,,2008,3,西南交通大学,四川成都,
三等奖,城市干道双向变速绿波带设计,河海大学 ,,2008,3,西南交通大学,四川成都,
三等奖,路中与路侧式公交专用道衔接处理协调控制方法研究,合肥工业大学,,2008,3,西南交通大学,四川成都,
三等奖,北京公交车车内空间布局利用的分析与设计 ,北京交通大学,,2008,3,西南交通大学,四川成都,
三等奖,广州大学城自行车租借服务规划 ,中山大学,,2008,3,西南交通大学,四川成都,
优胜奖,协调控制子区实时划分及Vissim仿真模拟,华南理工大学 ,,2008,3,西南交通大学,四川成都,
优胜奖, PUSH概念下的铁路客运站旅客出站信息诱导设计, 武汉理工大学  ,,2008,3,西南交通大学,四川成都,
优胜奖,基于VC++.NET的行人交通微观建模与仿真, 西华大学,,2008,3,西南交通大学,四川成都,
优胜奖,南京市公交路线查询（手机版）,东南大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,基于BRT优先的信号控制系统,南京理工大学,,2008,3,西南交通大学,四川成都,
优胜奖,集装箱码头仿真实验平台,武汉理工大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,基于第二代居民身份证的铁路客票短信服务系统设计 ,中南大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,基于GIS的一体化公共交通出行查询系统 交通工程 ,南京理工大学,,2008,3,西南交通大学,四川成都,
优胜奖,北京市城市型旅游交通调查及旅游线路设计软件开发 ,北京工业大学,,2008,3,西南交通大学,四川成都,
优胜奖,基于元胞自动机的地铁人员疏散模型仿真,北京交通大学 ,,2008,3,西南交通大学,四川成都,
优胜奖, 城市公交汽车停靠呼叫系统设计 ,北京林业大学,,2008,3,西南交通大学,四川成都,
优胜奖,成品油配送“两规、一线”管理信息系统开发,新疆农业大学,,2008,3,西南交通大学,四川成都,
优胜奖,机场快线客运需求预测与运营方式研究,北京交通大学,,2008,3,西南交通大学,四川成都,
优胜奖,基于主控策略的干道优化综合疏解法研究, 石家庄铁道学院,,2008,3,西南交通大学,四川成都,
优胜奖,公交车站停靠点优化布局方案研究,北京理工大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,北京市轨道交通换乘站研究（阜成门换乘站方案）,北京理工大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,电动自行车“禁”“放”利弊分析  ,苏州科技学院 ,,2008,3,西南交通大学,四川成都,
优胜奖,交叉口的公交优先处理,华中科技大学,,2008,3,西南交通大学,四川成都,
优胜奖,福州市公共交通使用CNG的可行性研究,福州大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,商业区畸形交叉口交通流组织方案设计,吉林建筑工程学院,,2008,3,西南交通大学,四川成都,
优胜奖,绵阳市中心城区交通拥塞治理, 西南科技大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,利用常规公交完善轨道交通的前期网络,华中科技大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,城市多路交叉口管理与控制方式研究,江苏大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,兰州市安宁区新建道路交通量预测, 兰州交通大学,,2008,3,西南交通大学,四川成都,
优胜奖,电动自行车交通特性研究,南京林业大学,,2008,3,西南交通大学,四川成都,
优胜奖,“神偷”公路路面能量收集系统 ,西南交通大学,,2008,3,西南交通大学,四川成都,
优胜奖,基于车辆音频的谱相关车速估算技术研究, 中山大学 ,,2008,3,西南交通大学,四川成都,
优胜奖, 用于汽车的机械式巡航装置设计    ,南京农业大学,,2008,3,西南交通大学,四川成都,
优胜奖,新型道路限速器的设计与研究,贵州大学,,2008,3,西南交通大学,四川成都,
优胜奖,太原市老军营小区交通改善设计,太原科技大学,,2008,3,西南交通大学,四川成都,
优胜奖,多模交通标识系统人性化设计,华南理工大学,,2008,3,西南交通大学,四川成都,
优胜奖, 弧形双排抗滑桩新型结构体系研究,武汉理工大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,汽车转向辅助照明装置设计,东北林业大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,基于雪凝路面的新型无损路面全季节全气候条件下防滑轮胎的研究,贵州大学,,2008,3,西南交通大学,四川成都,
优胜奖,塌陷区道路防沉降创新技术－“暗浮桥”方法研究,中国矿业大学 ,,2008,3,西南交通大学,四川成都,
优胜奖,沙漠地区公路路堤横断面形式研究,北京工业大学 ,,2008,3,西南交通大学,四川成都,
优胜奖, 掺SBR的水泥稳定碎石材料性能试验研究,扬州大学,,2008,3,西南交通大学,四川成都,
优胜奖,路面用再生骨料混凝土耐磨性能试验研究,中南大学,,2008,3,西南交通大学,四川成都,
一等奖,城市高架快速车道中央隔离栏设计,河海大学,,2007,2,同济大学,上海,
一等奖,基于驾驶员视觉效应得城市隧道侧墙安全设计,同济大学,,2007,2,同济大学,上海,
二等奖,感应式路段平面行人过街控制系统研究,同济大学 ,,2007,2,同济大学,上海,
二等奖,出租车短距离自主呼叫系统设计,南京理工大学,,2007,2,同济大学,上海,
二等奖,不受统计尺度影响的交通事故黑点辨识新方法,武汉理工大学,,2007,2,同济大学,上海,
二等奖,基于HPSO算法的道路网络优化,北京交通大学 ,,2007,2,同济大学,上海,
二等奖,智能交通调查器的设计与开发,中山大学,,2007,2,同济大学,上海,
二等奖,清华大学周边道路网拥堵仿真分析与解决方案,清华大学,,2007,2,同济大学,上海,
三等奖,AMF_I型沥青混合料磨光仪的研发,长安大学,,2007,2,同济大学,上海,
三等奖,北京市交叉口冲突研究,北京工业大学,,2007,2,同济大学,上海,
三等奖,干道协议控制相位差优化方法研究,华南理工大学,,2007,2,同济大学,上海,
三等奖,聚酯纤维对水泥稳定碎石抗裂性能影响的研究,中国矿业大学  ,,2007,2,同济大学,上海,
三等奖,中关村核心地区交通阻塞分析及措施研究,北京理工大学,,2007,2,同济大学,上海,
三等奖,地铁轻轨牵引计算系统,西南交通大学,,2007,2,同济大学,上海,
三等奖,现代有轨电车在南京地区的适应性研究,东南大学,,2007,2,同济大学,上海,
三等奖,疏导环形交叉口的上游信号协调控制方法研究,吉林大学,,2007,2,同济大学,上海,
三等奖,桂林市停车场调查分析与网络问询系统设计,桂林电子科技大学,,2007,2,同济大学,上海,
三等奖,双通道港湾式公交站台的设计,南京林业大学 ,,2007,2,同济大学,上海,
优胜奖,双连拱互通隧道减缓隧道压力波的应用分析,中南大学  ,,2007,2,同济大学,上海,
优胜奖,成都市书蜀西路城市快速交通管制优化方案,西华大学  ,,2007,2,同济大学,上海,
优胜奖,中关村核心商务区停车交通组织与优化,北京林业大学 ,,2007,2,同济大学,上海,
优胜奖,城市坡路路面节能环保防积雪技术研究,东北林业大学,,2007,2,同济大学,上海,
优胜奖,武汉光谷广场交通枢纽规划与设计,华中科技大学,,2007,2,同济大学,上海,
优胜奖,公交枢纽站出入口行人安全设施设置研究,福州大学,,2007,2,同济大学,上海,
一等奖,停靠站最佳线路容量研究,同济大学,,2006,1,同济大学,上海,
一等奖,城市轨道交通系统故障处置预案的研究与仿真,同济大学 ,,2006,1,同济大学,上海,
二等奖,废旧混凝土的再生利用研究,东南大学,,2006,1,同济大学,上海,
二等奖,短期交通流预测模型研究,清华大学 ,,2006,1,同济大学,上海,
二等奖,基于Arena的客运站系统仿真建模,武汉理工大学,,2006,1,同济大学,上海,
二等奖,基于音频信号的道路交通堵塞检测方法研究,吉林大学 ,,2006,1,同济大学,上海,
二等奖,同济大学多校区间公共交通服务系统服务,同济大学 ,,2006,1,同济大学,上海,
三等奖,北京市城市交叉口安全研究------提高交通弱势群体的安全性研究,北京工业大学,,2006,1,同济大学,上海,
三等奖,T型轨道静态几何参数检查仪的研制,中南大学,,2006,1,同济大学,上海,
三等奖,平面交叉口人行横道和停车线的设计研究,北京交通大学,,2006,1,同济大学,上海,
三等奖,“白色家电”再制造物流中心设计与方案模拟,吉林大学,,2006,1,同济大学,上海,
三等奖,曲线出入口隧道交通模拟与交通安全设计,武汉理工大学,,2006,1,同济大学,上海,
三等奖,城市公共交通末段服务系统研究,西南交通大学,,2006,1,同济大学,上海,
三等奖,华南理工大学校园交通规划与改善方案研究,华南理工大学,,2006,1,同济大学,上海,
三等奖,客运站行车组织作业计算机仿真,中南大学 ,,2006,1,同济大学,上海,
三等奖,干线单向绿波协调控制设计,华中科技大学,,2006,1,同济大学,上海,
三等奖,城市中心区（南京新街口）的交叉口时空资源利用,东南大学,,2006,1,同济大学,上海,
优胜奖,城市道路拥挤收费技术研究,同济大学,,2006,1,同济大学,上海,
优胜奖,供应链中的牛鞭效应及其研究,同济大学,,2006,1,同济大学,上海,
优胜奖,城际快运物流方案优化研究,同济大学,,2006,1,同济大学,上海,
优胜奖,停车场内部引导系统,同济大学,,2006,1,同济大学,上海,
优胜奖,基于GPS浮动车数据的地图匹配算法及其程序实现,同济大学,,2006,1,同济大学,上海,
优胜奖,北京地铁车站行人交通环境研究,北京工业大学,,2006,1,同济大学,上海,
优胜奖,基于C—D增长函数的信息化对于铁路运输经济增长的定量研究,北京交通大学,,2006,1,同济大学,上海,
优胜奖,基于VISSIM仿真的信号交叉口优化方法研究,北京交通大学,,2006,1,同济大学,上海,
优胜奖,南京常规公交服务水平、运营模式的调查与分析,东南大学,,2006,1,同济大学,上海,
优胜奖,南京汽车北站站前交通流组织方案设计,东南大学,,2006,1,同济大学,上海,
优胜奖,大学校园高峰时段交通分析与组织——华中科技大学校园问题研究与改善方案,华中科技大学,,2006,1,同济大学,上海,
优胜奖,武汉市卓刀泉立体交叉设计,华中科技大学,,2006,1,同济大学,上海,
优胜奖,月球车动力学仿真分析,吉林大学,,2006,1,同济大学,上海,
优胜奖,双前轴转向汽车车轮侧滑检测系统,吉林大学,,2006,1,同济大学,上海,
